Species,Species_model,sla,lnm,lpm,CHELSA_bio10_1,CHELSA_bio10_4,CHELSA_bio10_12,CHELSA_bio10_15,PFTs,Realm,KG_classes,KG_classORD,Ancestral_DECJ_family,Ancestral_description_family
Protium_panamense,Protium_panamense,7.791553134,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,C,BWhWk
Protium_panamense,Protium_panamense,8.972108285,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,C,BWhWk
Protium_panamense,Protium_panamense,8.634361233,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,C,BWhWk
Protium_panamense,Protium_panamense,8.125858124,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,C,BWhWk
Protium_panamense,Protium_panamense,10.92508143,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,C,BWhWk
Protium_panamense,Protium_panamense,11.86546185,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,C,BWhWk
Protium_panamense,Protium_panamense,9.926456543,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,C,BWhWk
Protium_panamense,Protium_panamense,10.01112565,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,C,BWhWk
Protium_panamense,Protium_panamense,10.34245283,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,C,BWhWk
Protium_panamense,Protium_panamense,11.26986625,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,C,BWhWk
Protium_panamense,Protium_panamense,11.32988722,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,C,BWhWk
Protium_panamense,Protium_panamense,11.11078928,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,C,BWhWk
Protium_panamense,Protium_panamense,10.10878963,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,C,BWhWk
Protium_panamense,Protium_panamense,9.513747454,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,C,BWhWk
Protium_panamense,Protium_panamense,8.811803279,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,C,BWhWk
Protium_panamense,Protium_panamense,9.457244129,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,C,BWhWk
Protium_panamense,Protium_panamense,9.410369069,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,C,BWhWk
Protium_panamense,Protium_panamense,11.9950495,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,C,BWhWk
Protium_panamense,Protium_panamense,11.45601852,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,C,BWhWk
Protium_panamense,Protium_panamense,11.84575835,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,C,BWhWk
Simarouba_amara,Simarouba_amara,17.72857143,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT6,Panamanian,Am,AFM,F,Dfad
Simarouba_amara,Simarouba_amara,17.37762238,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT6,Panamanian,Am,AFM,F,Dfad
Simarouba_amara,Simarouba_amara,17.64748201,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT6,Panamanian,Am,AFM,F,Dfad
Simarouba_amara,Simarouba_amara,16.9695122,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT6,Panamanian,Am,AFM,F,Dfad
Simarouba_amara,Simarouba_amara,18.92783505,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT6,Panamanian,Am,AFM,F,Dfad
Simarouba_amara,Simarouba_amara,5.854545455,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT6,Panamanian,Am,AFM,F,Dfad
Simarouba_amara,Simarouba_amara,6.042105263,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT6,Panamanian,Am,AFM,F,Dfad
Simarouba_amara,Simarouba_amara,6,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT6,Panamanian,Am,AFM,F,Dfad
Simarouba_amara,Simarouba_amara,6.18134715,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT6,Panamanian,Am,AFM,F,Dfad
Simarouba_amara,Simarouba_amara,5.882608696,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT6,Panamanian,Am,AFM,F,Dfad
Simarouba_amara,Simarouba_amara,5.952879581,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT6,Panamanian,Am,AFM,F,Dfad
Simarouba_amara,Simarouba_amara,12.98780488,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT6,Panamanian,Am,AFM,F,Dfad
Simarouba_amara,Simarouba_amara,13.30454545,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT6,Panamanian,Am,AFM,F,Dfad
Simarouba_amara,Simarouba_amara,12.65402844,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT6,Panamanian,Am,AFM,F,Dfad
Simarouba_amara,Simarouba_amara,12.80578512,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT6,Panamanian,Am,AFM,F,Dfad
Simarouba_amara,Simarouba_amara,13.32014388,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT6,Panamanian,Am,AFM,F,Dfad
Socratea_exorrhiza,Socratea_exorrhiza,6.971475816,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Socratea_exorrhiza,Socratea_exorrhiza,7.01744186,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Socratea_exorrhiza,Socratea_exorrhiza,6.744980627,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Socratea_exorrhiza,Socratea_exorrhiza,5.95534407,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Socratea_exorrhiza,Socratea_exorrhiza,6.738879261,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Socratea_exorrhiza,Socratea_exorrhiza,6.624867911,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Socratea_exorrhiza,Socratea_exorrhiza,11.65724382,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Socratea_exorrhiza,Socratea_exorrhiza,12.32682927,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Socratea_exorrhiza,Socratea_exorrhiza,11.36430063,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Socratea_exorrhiza,Socratea_exorrhiza,16.50902935,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Socratea_exorrhiza,Socratea_exorrhiza,15.35700935,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Socratea_exorrhiza,Socratea_exorrhiza,14.53681964,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Socratea_exorrhiza,Socratea_exorrhiza,11.65171192,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Socratea_exorrhiza,Socratea_exorrhiza,11.20593963,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Socratea_exorrhiza,Socratea_exorrhiza,11.71031895,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Socratea_exorrhiza,Socratea_exorrhiza,10.39632903,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Socratea_exorrhiza,Socratea_exorrhiza,10.41395752,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Socratea_exorrhiza,Socratea_exorrhiza,10.24232887,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Socratea_exorrhiza,Socratea_exorrhiza,9.793555639,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Socratea_exorrhiza,Socratea_exorrhiza,8.893,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Socratea_exorrhiza,Socratea_exorrhiza,9.491309386,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Socratea_exorrhiza,Socratea_exorrhiza,10.01902671,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Socratea_exorrhiza,Socratea_exorrhiza,9.327423168,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Socratea_exorrhiza,Socratea_exorrhiza,8.571888067,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Socratea_exorrhiza,Socratea_exorrhiza,8.407482599,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Socratea_exorrhiza,Socratea_exorrhiza,9.273749094,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Socratea_exorrhiza,Socratea_exorrhiza,8.680658436,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Socratea_exorrhiza,Socratea_exorrhiza,7.55016247,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Socratea_exorrhiza,Socratea_exorrhiza,7.562907945,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Socratea_exorrhiza,Socratea_exorrhiza,10.72669903,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Socratea_exorrhiza,Socratea_exorrhiza,9.9753038020000009,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Socratea_exorrhiza,Socratea_exorrhiza,9.901313172,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Socratea_exorrhiza,Socratea_exorrhiza,9.34882299,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Socratea_exorrhiza,Socratea_exorrhiza,8.815978456,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Socratea_exorrhiza,Socratea_exorrhiza,9.840552247,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Socratea_exorrhiza,Socratea_exorrhiza,9.60130719,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Socratea_exorrhiza,Socratea_exorrhiza,10.28506375,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Socratea_exorrhiza,Socratea_exorrhiza,11.10672854,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Socratea_exorrhiza,Socratea_exorrhiza,9.221236133,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Socratea_exorrhiza,Socratea_exorrhiza,10.75825627,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Socratea_exorrhiza,Socratea_exorrhiza,9.829955342,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Socratea_exorrhiza,Socratea_exorrhiza,11.78668871,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Socratea_exorrhiza,Socratea_exorrhiza,16.33452275,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Socratea_exorrhiza,Socratea_exorrhiza,12.38461538,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Socratea_exorrhiza,Socratea_exorrhiza,12.15659601,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Socratea_exorrhiza,Socratea_exorrhiza,12.63001294,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Socratea_exorrhiza,Socratea_exorrhiza,12.42934783,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Socratea_exorrhiza,Socratea_exorrhiza,10.70685279,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Socratea_exorrhiza,Socratea_exorrhiza,11.156,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Socratea_exorrhiza,Socratea_exorrhiza,11.75921053,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Socratea_exorrhiza,Socratea_exorrhiza,9.341176471,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Socratea_exorrhiza,Socratea_exorrhiza,9.317647059,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Socratea_exorrhiza,Socratea_exorrhiza,10.99688474,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Socratea_exorrhiza,Socratea_exorrhiza,8.434956395,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Socratea_exorrhiza,Socratea_exorrhiza,9.477987421,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Socratea_exorrhiza,Socratea_exorrhiza,9.554177738,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Socratea_exorrhiza,Socratea_exorrhiza,9.936776743,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Socratea_exorrhiza,Socratea_exorrhiza,10.51933431,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Socratea_exorrhiza,Socratea_exorrhiza,7.388740424,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Socratea_exorrhiza,Socratea_exorrhiza,6.641937462,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Socratea_exorrhiza,Socratea_exorrhiza,8.054736372,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Socratea_exorrhiza,Socratea_exorrhiza,7.725403818,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Socratea_exorrhiza,Socratea_exorrhiza,8.402515723,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Socratea_exorrhiza,Socratea_exorrhiza,8.603565365,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Socratea_exorrhiza,Socratea_exorrhiza,7.40457837,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Socratea_exorrhiza,Socratea_exorrhiza,7.669639066,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Socratea_exorrhiza,Socratea_exorrhiza,6.845526086,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Socratea_exorrhiza,Socratea_exorrhiza,8.172776092,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Socratea_exorrhiza,Socratea_exorrhiza,7.732022763,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Socratea_exorrhiza,Socratea_exorrhiza,8.193644194,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Symphonia_globulifera,Symphonia_globulifera,8.943548387,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,B,BShSk
Symphonia_globulifera,Symphonia_globulifera,8.540106952,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,B,BShSk
Symphonia_globulifera,Symphonia_globulifera,8.695652174,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,B,BShSk
Symphonia_globulifera,Symphonia_globulifera,11.94845361,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,B,BShSk
Symphonia_globulifera,Symphonia_globulifera,11.74834437,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,B,BShSk
Symphonia_globulifera,Symphonia_globulifera,12.84070796,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,B,BShSk
Tachigali_versicolor,Tachigali_versicolor,15.33464567,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,A,Afw
Tachigali_versicolor,Tachigali_versicolor,14.55803571,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,A,Afw
Tachigali_versicolor,Tachigali_versicolor,14.87916667,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,A,Afw
Tachigali_versicolor,Tachigali_versicolor,28.53939394,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,A,Afw
Tachigali_versicolor,Tachigali_versicolor,28.94017094,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,A,Afw
Tachigali_versicolor,Tachigali_versicolor,27.49275362,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,A,Afw
Tachigali_versicolor,Tachigali_versicolor,8.492163009,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,A,Afw
Tachigali_versicolor,Tachigali_versicolor,8.30651341,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,A,Afw
Tachigali_versicolor,Tachigali_versicolor,8.689768977,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,A,Afw
Tachigali_versicolor,Tachigali_versicolor,9.132867133,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,A,Afw
Tachigali_versicolor,Tachigali_versicolor,9.01754386,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,A,Afw
Tachigali_versicolor,Tachigali_versicolor,8.569811321,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,A,Afw
Tapirira_guianensis,Tapirira_guianensis,8.451612903,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,C,BWhWk
Tapirira_guianensis,Tapirira_guianensis,6.794871795,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,C,BWhWk
Tapirira_guianensis,Tapirira_guianensis,8.259493671,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,C,BWhWk
Tapirira_guianensis,Tapirira_guianensis,10.8697318,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,C,BWhWk
Tapirira_guianensis,Tapirira_guianensis,10.43243243,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,C,BWhWk
Tapirira_guianensis,Tapirira_guianensis,10.63013699,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,C,BWhWk
Tapirira_guianensis,Tapirira_guianensis,10.75144509,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,C,BWhWk
Tapirira_guianensis,Tapirira_guianensis,9.153846154,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,C,BWhWk
Tapirira_guianensis,Tapirira_guianensis,8.67219917,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,C,BWhWk
Tapirira_guianensis,Tapirira_guianensis,9.438297872,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,C,BWhWk
Tapirira_guianensis,Tapirira_guianensis,9.1625,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,C,BWhWk
Tapirira_guianensis,Tapirira_guianensis,8.9139579350000009,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,C,BWhWk
Tapirira_guianensis,Tapirira_guianensis,7.92749658,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,C,BWhWk
Tapirira_guianensis,Tapirira_guianensis,8.842352941,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,C,BWhWk
Tapirira_guianensis,Tapirira_guianensis,8.724007561,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,C,BWhWk
Tapirira_guianensis,Tapirira_guianensis,10.99367089,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,C,BWhWk
Tapirira_guianensis,Tapirira_guianensis,11.40052356,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,C,BWhWk
Tapirira_guianensis,Tapirira_guianensis,11.32444444,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,C,BWhWk
Tapirira_guianensis,Tapirira_guianensis,11.56472795,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,C,BWhWk
Tapirira_guianensis,Tapirira_guianensis,11.58185404,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,C,BWhWk
